objectid,filename,title,creator,description,date,date_is_approximate,subject,location,digital_collection,source,identifier,digital_source,format_original,format,type,rights,rightsstatement,language
uiblackhistory221,r5.jpg,rough draft of job description for Director of Minority/Ethnic Student Programs,,,undated,no,,,,"Siegfried B. Rolland Papers, 1945-1988","MG 368, Box 2, Folder 70",,,image/jpg,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
uiblackhistory222,r50.jpg,Coordinator of Minority Student Programs blank interview rating form,,,undated,no,,,,"Siegfried B. Rolland Papers, 1945-1988","MG 368, Box 2, Folder 70",,,image/jpg,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
uiblackhistory223,r57.pdf,The African American Institute Invites You to Join the Educators to Africa Association pamphlet,,,undated,no,,,,"Siegfried B. Rolland Papers, 1945-1988","MG 368, Box 2, Folder 81",,,application/pdf,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
uiblackhistory224,r6.jpg,Screening Committee for Coordinator of Minority Student Programs position meeting minutes,S. Burcaw,,1974-06-18,no,,,,"Siegfried B. Rolland Papers, 1945-1988","MG 368, Box 2, Folder 70",,,image/jpg,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
uiblackhistory225,r61.pdf,Black Economic Development: Report of the Thirty-fifth American Assembly,"The American Assembly, Columbia University",,1969-04-24,no,,,,"Siegfried B. Rolland Papers, 1945-1988","MG 368, Box 2, Folder 81",,,application/pdf,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
uiblackhistory226,r68.pdf,Education of Negroes in Ante-Bellum America: A Guide to an Exhibition in the William L. Clements Library,"University of Michigan, Ann Arbor",,1969,no,,,,"Siegfried B. Rolland Papers, 1945-1988","MG 368, Box 2, Folder 81",,,application/pdf,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
uiblackhistory227,r7.pdf,handwritten notes,,,undated,no,,,,"Siegfried B. Rolland Papers, 1945-1988","MG 368, Box 2, Folder 70",,,application/pdf,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
uiblackhistory228,r79.pdf,1973-1974 university catalog,,,1973-1974,yes,,,,"Siegfried B. Rolland Papers, 1945-1988","MG 368, Box 2, Folder 81",,,application/pdf,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
uiblackhistory229,r81.jpg,"memorandum regarding ""Black Studies Program""",H. E. Hosack,,1969-10-13,no,,,,"Siegfried B. Rolland Papers, 1945-1988","MG 368, Box 2, Folder 81",,,image/jpg,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
uiblackhistory230,r82.pdf,S.S. 103 - Black Identity presentation outline,H.H. Caldwell,,1969-10-07,no,,,,"Siegfried B. Rolland Papers, 1945-1988","MG 368, Box 2, Folder 81",,,application/pdf,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
uiblackhistory231,r85.jpg,handwritten memorandum,,,1969-10-14,no,,,,"Siegfried B. Rolland Papers, 1945-1988","MG 368, Box 2, Folder 81",,,image/jpg,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
uiblackhistory232,r86.pdf,"correspondence regarding film titled ""Making It""",Shirley D. Smith,,undated,no,,,,"Siegfried B. Rolland Papers, 1945-1988","MG 368, Box 2, Folder 81",,,application/pdf,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
uiblackhistory233,r88.pdf,"""Making It"" film pamphlet",,,undated,no,,,,"Siegfried B. Rolland Papers, 1945-1988","MG 368, Box 2, Folder 81",,,application/pdf,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
uiblackhistory234,r9.jpg,"memorandum regarding ""Recruitment and Screening of Director for Minority/Ethnic Student Programs""",Thomas E. Richardson,,1974-06-10,no,,,,"Siegfried B. Rolland Papers, 1945-1988","MG 368, Box 2, Folder 70",,,image/jpg,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
uiblackhistory235,r94.jpg,correspondence regarding Danforth Fellows in Black Studies,Robert W. Coonrod,,1970-01-12,no,,,,"Siegfried B. Rolland Papers, 1945-1988","MG 368, Box 2, Folder 81",,,image/jpg,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
uiblackhistory236,r95.jpg,"memorandum regarding ""Danforth Foundation Black Studies Fellowships""",S. B. Rolland,,1970-01-06,no,,,,"Siegfried B. Rolland Papers, 1945-1988","MG 368, Box 2, Folder 81",,,image/jpg,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
